Other consultations,0,1024,249,354,81409,376894,9715,918,1660545,32346,960,2164415
Total consultations,1481,5428,11248,19237,209528,885028,85276,30119,1928216,242072,1950,3419583
Office,6491,9576,13178,0,100002,0,1490958,176143,2041283,123799,30085,3991515
Hospital inpatient: Newborn,88,825,6426,2063,51255,26116,0,0,13969,16759,228,117729
Hospital inpatient: Other,724,1981,484,4599,464707,175522,749,6821,109612,103557,1125,869880
Hospital outpatient,2547,31,294,0,4537,302588,1633,4547,143544,75023,11442,546185
Hospital unspecified,0,7747,2148,125,12817,0,*,13,5266,51,20,28187
Unspecified,66,74,*,17698,4601872,2377913,0,253,22582,17804,17,7038278
Special eye,0,0,3536,0,0,17202,7288,0,5552,0,0,33578
Total major assessments,9916,20234,26066,24484,5235190,2899341,1500628,187776,2341808,336993,42917,12625352
Office,792671,150382,1503714,2019875,81448,60116,3067408,2536839,11429082,3701913,49367,25392814
Hospital inpatient,848,4844,5070,7594,2137898,2621050,47271,19597,385413,1644879,1415,6875881
Hospital outpatient,61362,665,6733,79644,3371195,844307,5568,28818,737194,245848,17,5381349
Hospital unspecified,0,0,14143,0,87559,0,25642,454,109302,480,374,237954
Unspecified location,883100,1378,45,37092,9616427,22887363,15,10530,117259,734367,63,34287638
Special calls — Add,0,2700,35376,14805,0,439497,0,18973,0,0,0,511351
Detention,545,4821,355,18257,84907,3926,6072,4048,360912,10887,1368,496098
Total other assessments,1738527,164790,1565436,2177266,15379434,26856259,3151976,2619258,13139162,6338374,52604,73183085
Up to 28/30/31 or 35/42 days,20761,18329,17738,27082,0,2983316,430079,92962,1058261,1123,*,4649651
More than 28/30/31 or 35/42,18283,5903,7704,21927,0,492250,0,14496,0,0,0,560563
Other,3359,2194,6922,3432,26,39301,96649,113702,57568,138026,6284,467463
Total hospital care days,42402,26426,32364,52441,26,3514867,526728,221160,1115829,139149,6284,5677676
Out-of-hours/emergency,31041,2116,1764,3230,11656,1912086,56504,23354,883968,844766,19725,3790210
Other regular hours,46823,370,65609,10150,163728,804784,0,631,450914,326174,446,1869629
Total special calls,77864,2486,67373,13380,175384,2716870,56504,23985,1334882,1170940,20171,5659839
Individual psychotherapy,20504,9308,10228,60274,19552,1663637,95271,17452,1176327,6751,3204,3082507
Group/family psychotherapy,101,*,178,0,260,55754,69,208,366049,24907,0,447527
Counselling,1747,8666,8346,5510,270782,2565500,58487,75777,1253606,199755,9389,4457567
Total psychotherapy/counselling,22352,17974,18753,65784,290594,4284892,153828,93436,2795982,231414,12592,7987601
Total consultations and visits,1892541,237338,1721240,2352592,21290156,41157256,5474940,3175735,22655879,8458941,136518,108553136
Mastectomy and breast surgery,0,0,0,0,*,*,53,*,*,*,0,53
Breast tumour excision/biopsy,0,0,0,0,*,32,13,0,201,*,0,246
Other integumentary system,5517,0,452,0,4248,14539,3850,828,7620,3482,13,40549
Fractures,28,*,41,*,7386,10733,374,217,13610,6070,94,38553
Disc surgery,0,0,0,89,5,156,0,0,0,*,0,250
Arthroplasty — Hip,0,0,*,0,*,*,0,8,0,0,0,8
Arthroplasty — Knee,0,0,0,0,*,0,0,0,0,0,0,0
Other musculoskeletal system,11,*,21,*,1152,926,2134,186,565,1510,*,6505
Sub-mucous resection,0,*,0,0,0,*,0,*,*,0,0,0
Rhinoplasty,0,0,0,0,0,0,0,0,*,0,0,0
Other respiratory system,0,7,26,*,171,35,*,14,34,657,*,944
Coronary artery bypass/repair,0,0,0,0,0,*,98,0,0,0,0,98
Coronary angioplasty,0,0,0,0,0,*,0,0,0,0,0,0
Cardiac electrophysiology,0,17,0,0,18,56,*,0,7,5,0,103
Other heart/pericardium,0,0,0,0,*,12,158,*,*,*,0,170
Varicose veins/vein repair,0,0,0,0,*,*,4043,*,602,11,0,4656
Carotid endarterectomy,0,0,0,0,0,0,14,0,0,0,0,14
Other cardiovascular,0,0,0,555,6,34,26,0,159,*,*,780
Appendectomy,0,19,0,0,*,*,9,15,118,5,0,166
Laparotomy,0,*,0,0,0,7,*,0,*,0,0,7
Gallbladder and biliary tract,0,11,0,0,*,21,38,6,151,0,0,227
Tonsillectomy,0,*,15,0,0,0,7,12,29,30,0,93
Hernias,0,*,*,0,33,1851,112,45,321,62,0,2424
Colon and intestines (colectomy),0,6,0,0,15,501,12,*,8,*,0,542
Rectum/proctotomy/anus and hemorrhoidectomy,0,*,22,0,34,31,23,25,155,18,0,308
Other digestive,*,11,34,*,26,39,31,5,129,38,0,313
Urinary system,0,440,0,0,7,5,177,11,120,38,0,798
Prostate surgery (male),0,103,0,0,0,0,27,0,*,*,0,130
Vasectomy (male),0,34,785,911,12979,10512,2364,821,8365,3108,0,39879
Other male genital system,0,78,0,0,44,46,1368,17,117,31,0,1701
Prolapse in female genital system,0,0,0,0,0,*,11,0,71,0,0,82
Hysterectomy (female),0,0,0,0,0,*,133,*,122,0,0,255
Sterilization (female),0,0,0,0,*,*,42,23,215,15,0,295
Other female genital system,*,16,*,0,34,15,249,7,861,58,0,1240
Cataract surgery,0,785,0,0,*,5,0,5,379,0,0,1174
Other eye,0,256,25,0,41,1260,104,325,448,59,14,2532
Tympanoplasty,0,0,*,0,0,0,0,0,0,0,0,0
Other ear,0,0,0,0,*,83,0,*,166,*,0,249
Other major surgery,*,0,*,0,155,11846,228,183,204,246,*,12862
Total major surgery,5556,1783,1421,1555,26354,52745,15698,2753,34777,15443,121,158206
"Incision, abscess, etc.",731,45,517,266,46793,52545,4166,2492,21652,11322,244,140773
Removal of foreign body,220,51,150,34,14092,17745,2346,1707,11226,111,26,47708
"Excision, tumour, etc.",22101,1090,2035,1303,40577,21567,33176,10223,95355,24544,665,252636
Suture wound,537,13,231,144,65546,80390,7512,18057,46603,50603,760,270396
Excision of nail,333,27,306,767,4898,4349,1176,1068,5327,1729,66,20046
Chalazion,*,0,12,*,10,19,63,10,68,*,0,182
Myringotomy,0,0,74,0,*,*,0,*,583,42,0,699
Minor fractures,54,10,5,*,5791,49090,371,58,8800,3999,25,68203
Other minor surgery,464,6,*,55,10652,33469,8976,1627,23638,10027,8,88922
Total minor surgery,24440,1242,3330,2569,188359,259174,57786,35242,213252,102377,1794,889565
Surgical assistance,35668,4099,17912,15716,4248,296569,15059,33304,87710,139470,521,650275
Nerve blocks,7,**,**,**,**,**,3431,2050,**,67819,**,73307
Other anesthesia,0,**,**,**,**,**,105275,15680,**,57009,**,177964
Total anesthesia,7,**,**,**,**,**,108706,17730,**,124828,**,251271
Service at delivery,147,174,6,596,30551,9320,2663,467,23440,12200,234,79798
Delivery (excluding Caesarean section),291,287,3297,1093,26692,6428,2069,2274,10336,12819,202,65788
Caesarean section,0,89,0,15,129,335,399,132,870,374,0,2343
Therapeutic abortion,868,71,884,10,14939,12735,826,443,1291,3448,86,35601
Other obstetrical services,349,232,780,300,49111,33013,1063,979,31935,7216,61,125039
Total obstetrical services,1655,853,4967,2014,121422,61831,7020,4295,67872,36057,583,308569
ICU/resuscitation,22,304,38,293,90822,230660,45,430,277483,9469,1495,611061
Allergy/hyposensitization,1679,52,1187,26182,9038,48442,6170,4546,18013,6552,151,122012
Injection/aspiration of joint,23226,2766,21392,13488,223169,661562,43450,16114,55316,24506,607,1085596
Electrocardiogram,1080,3051,0,0,14502,200528,90329,81093,77331,6350,2698,476962
Esophagoscopy/gastroscopy,0,11,*,0,82,2000,1910,569,2101,776,0,7449
Laryngoscopy/bronchoscopy,0,47,0,0,1110,1200,*,6,624,65,*,3052
Colonoscopy,0,0,0,0,165,5433,3494,940,4044,1537,0,15613
Cystoscopy,0,2332,0,0,8,15,414,*,188,*,0,2957
Sigmoidoscopy,0,0,97,9,514,410,61,73,88,8698,*,9950
Other endoscopy,0,116,40,0,584,4346,603,78,11590,1868,*,19225
Coronary angiography only,0,0,0,0,*,11,0,0,0,0,0,11
Procedures associated with imaging,0,5,99,*,1907,234,15,*,546,4241,0,7047
Dilatation and curettage,0,*,11,0,312,844,81,80,693,285,17,2323
Electroencephalography,0,0,0,0,0,8,0,33,0,0,0,41
Cryotherapy,898,417,5316,0,0,247035,3377,19026,334,8,0,276411
Cardiac catheterization,0,0,0,0,19,0,0,*,*,*,0,19
Biopsy,351,389,1116,3027,14209,17324,7038,2649,60575,12325,194,119197
Other diagnostic/therapeutic services,27776,31284,16649,27205,256283,2005863,174738,83306,556893,341221,1722,3522940
Total diagnostic/therapeutic services,55032,40774,45945,70204,612724,3425915,331726,208943,1065819,417901,6884,6281867
Injections and immunizations,6936,4612,112894,115190,1505,2621303,333159,28909,178084,62291,226,3465109
Papanicolaou smear,22173,868,18144,31602,0,181535,29077,45239,240191,0,0,568829
Insertion of intrauterine device,1167,523,2306,1716,21236,14950,2434,2587,23288,15206,365,85778
Total special services,30276,6003,133344,148508,22741,2817788,364670,76735,441563,77497,591,4119716
Other identified,31935,44336,89057,61158,2698672,1877002,1766407,353237,1234404,17425925,13936,25596069
Other unidentified,0,0,0,0,0,0,0,0,0,0,75,75
Total miscellaneous services,31935,44336,89057,61158,2698672,1877002,1766407,353237,1234404,17425925,14011,25596144
Total procedures,184569,99090,295976,301724,3674520,8791023,2667072,732238,3145397,18339499,24505,38255613
Total services,2077111,336427,2017216,2654316,24964677,49948280,8142012,3907973,25801276,26798440,161023,146808750
Medical specialists,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,Total
Major consultations,83206,5745,99832,133790,2494781,4891467,271448,214708,987642,1797905,14,10980538
Other consultations,0,223,14026,5392,351200,494855,10711,10633,514945,226421,7,1628414
Total consultations,83206,5968,113858,139182,2845981,5386322,282159,225342,1502587,2024326,21,12608952
Office,12527,4195,38991,15137,1928146,0,453532,14783,112803,150331,0,2730445
Hospital inpatient: Newborn,26,0,*,215,19754,17018,0,0,10242,*,0,47255
Hospital inpatient: Other,372,118,0,899,706473,1155666,12214,3253,34637,7206,0,1920838
Hospital outpatient,23827,0,2960,669,2625245,16121,15932,911,75,2891,0,2688632
Hospital unspecified,1528,246,409,0,40818,622,1625,0,48272,10830,*,104350
Unspecified,46,0,0,3514,16276,5713759,21,43,28752,4333,0,5766745
Special eye,0,0,0,0,0,2830,0,0,7,0,0,2837
Total major assessments,38326,4559,42360,20434,5336712,6906017,483324,18990,234788,175592,*,13261103
Office,46123,940,67653,106482,387180,7,310116,186285,1367449,1359008,0,3831243
Hospital inpatient,4393,0,0,0,901192,598973,187084,3544,9414,258833,0,1963434
Hospital outpatient,38574,0,2085,17938,509032,31230,15829,16591,143408,7167,0,781854
Hospital unspecified,0,0,75,0,35126,0,15878,3124,82714,194580,*,331497
Unspecified location,37437,987,26,11849,50351,2916260,0,870,35074,8156,0,3061010
Special calls — Add,0,0,801,174,0,1878829,0,18399,0,0,0,1898203
Detention,6,5441,0,10170,56751,424,4105,2304,29334,2963,12,111509
Total other assessments,126533,7368,70640,146613,1939633,5425723,533012,231117,1667393,1830707,12,11978750
Up to 28/30/31 or 35/42 days,68211,377,961,10216,21944,1702022,282920,182638,925216,24458,0,3218963
More than 28/30/31 or 35/42,10452,23,174,3097,0,324706,0,27991,0,0,0,366443
Other,7125,1170,25518,15523,1211795,376979,258201,15310,423,182814,0,2094858
Total hospital care days,85788,1570,26653,28836,1233739,2403707,541121,225939,925639,207272,0,5680264
Out-of-hours/emergency,0,922,268,932,420314,381104,7989,21682,56641,213626,7,1103485
Other regular hours,*,0,41,94,2757,248484,0,149,4450,5203,0,261178
Total special calls,*,922,309,1026,423071,629588,7989,21831,61091,218829,7,1364663
Individual psychotherapy,29767,22538,38249,63179,372354,3318927,215798,105079,950787,1229317,52,6346047
Group/family psychotherapy,12971,167,4117,952,93060,648834,12275,2526,368348,70073,29,1213352
Counselling,196,2128,81,10871,1158183,637914,56510,9055,1112291,147719,0,3134949
Total psychotherapy/counselling,42933,24833,42447,75003,1623597,4605675,284583,116660,2431425,1447110,81,10694349
Total consultations and visits,376786,45220,296267,411094,13402734,25357032,2132188,839879,6822923,5903835,121,55588080
Mastectomy and breast surgery,0,0,0,0,9,*,145,0,150,289,0,593
Breast tumour excision/biopsy,0,0,0,0,*,0,36,0,3551,51,0,3638
Other integumentary system,20505,0,2391,1436,65607,58923,5337,165,106544,8288,0,269196
Fractures,0,0,*,*,1059,236,21,0,1792,59,0,3167
Disc surgery,0,0,0,0,*,32,0,0,*,39,0,71
Arthroplasty — Hip,0,0,0,0,0,5,0,0,0,0,0,5
Arthroplasty — Knee,0,0,0,0,*,0,0,0,0,0,0,0
Other musculoskeletal system,8,0,0,9,66,874,123,15,1154,145,0,2394
Sub-mucous resection,0,0,*,0,0,0,0,0,0,0,0,0
Rhinoplasty,0,0,0,0,0,*,0,0,*,0,0,*
Other respiratory system,14,*,44,13,266,1925,396,260,739,964,0,4621
Coronary artery bypass/repair,0,0,0,0,0,15,0,0,0,150,0,165
Coronary angioplasty,2154,0,1083,980,17829,31967,2548,2150,5259,149,0,64119
Cardiac electrophysiology,2720,44,291,309,21597,50264,2299,1962,3993,7127,0,90606
Other heart/pericardium,124,0,*,48,2144,1627,348,268,668,1236,0,6463
Varicose veins/vein repair,0,0,0,0,0,0,44,0,100,*,0,144
Carotid endarterectomy,0,0,0,0,0,0,0,0,0,0,0,0
Other cardiovascular,0,0,38,0,1891,972,193,*,450,301,0,3845
Appendectomy,0,0,5,0,6,131,0,0,343,240,0,725
Laparotomy,0,0,*,0,0,37,*,0,67,73,0,177
Gallbladder and biliary tract,0,45,34,0,*,349,0,0,136,4714,0,5278
Tonsillectomy,0,0,0,0,0,0,6,0,0,0,0,6
Hernias,0,0,*,0,23,227,30,0,478,621,0,1379
Colon and intestines (colectomy),78,0,*,0,*,52415,7,0,298,549,0,53347
Rectum/proctotomy/anus and hemorrhoidectomy,0,0,*,0,42,446,0,0,81,69,0,638
Other digestive,10,16,*,798,84,379,266,*,427,2186,0,4166
Urinary system,0,0,*,0,13,47,185,*,58,5,0,308
Prostate surgery (male),0,0,*,0,*,0,0,0,0,*,0,*
Vasectomy (male),0,0,0,0,0,0,0,0,0,0,0,0
Other male genital system,0,0,0,0,*,565,242,0,13,55,0,875
Prolapse in female genital system,0,0,0,*,0,0,0,0,0,0,0,0
Hysterectomy (female),0,0,*,0,0,*,0,0,0,*,0,0
Sterilization (female),0,0,0,0,*,0,0,0,0,0,0,0
Other female genital system,0,0,18,0,20,*,0,0,125,6,0,169
Cataract surgery,0,0,0,0,*,*,0,0,0,0,0,*
Other eye,0,0,0,0,*,23,*,*,2948,10,0,2981
Tympanoplasty,0,0,0,0,0,*,0,0,0,0,0,0
Other ear,0,0,0,0,0,62,0,0,*,5,0,67
Other major surgery,48,0,0,14,243,24971,824,123,98,377,0,26698
Total major surgery,25661,105,3904,3607,110899,226492,13050,4943,129472,27708,0,545841
"Incision, abscess, etc.",127,*,16,0,1090,59449,275,*,606,206,0,61769
Removal of foreign body,*,0,0,0,817,542,74,*,127,580,0,2140
"Excision, tumour, etc.",20491,*,1043,559,118358,45769,10106,343,145905,15521,0,358095
Suture wound,0,0,0,*,6681,8156,217,215,6443,349,0,22061
Excision of nail,11,0,*,0,303,249,33,0,97,47,0,740
Chalazion,0,0,0,0,*,0,0,0,10,0,0,10
Myringotomy,0,0,0,0,0,*,0,0,0,0,0,0
Minor fractures,0,0,0,0,94,712,13,*,1015,80,0,1914
Other minor surgery,123,0,17,83,2364,17652,1818,12428,9350,159,*,43994
Total minor surgery,20752,*,1076,642,129707,132529,12536,12986,163553,16942,*,490723
Surgical assistance,1279,177,118,401,205,74283,238,565,523,3755,0,81544
Nerve blocks,8968,**,**,**,**,**,34085,19949,**,79532,**,142534
Other anesthesia,25115,**,**,**,**,**,123501,201057,**,182311,**,531984
Total anesthesia,34083,**,**,**,**,**,157586,221006,**,261843,**,674518
Service at delivery,11,259,0,260,8627,9300,568,0,607,0,0,19632
Delivery (excluding Caesarean section),0,0,0,0,*,0,*,0,0,0,0,0
Caesarean section,0,0,0,0,7,0,0,0,*,0,0,7
Therapeutic abortion,0,0,0,0,*,0,0,0,0,*,0,*
Other obstetrical services,0,0,*,0,538,*,0,0,19,*,0,557
Total obstetrical services,11,259,*,260,9172,9300,568,0,626,0,0,20196
ICU/resuscitation,8395,2515,5540,15752,257369,779244,3193,16253,187171,224797,17,1500246
Allergy/hyposensitization,14230,0,15368,1546,190656,898062,62463,5655,210514,60706,0,1459199
Injection/aspiration of joint,541,220,8764,9505,58760,201409,18076,8242,34251,25554,0,365322
Electrocardiogram,172594,36993,195865,46269,426984,5441409,281354,273404,767904,931917,0,8574693
Esophagoscopy/gastroscopy,9722,559,4820,10283,109185,301339,11453,11129,37187,49136,0,544813
Laryngoscopy/bronchoscopy,638,12,264,2040,28523,23577,1998,505,4317,3252,0,65126
Colonoscopy,8471,1943,6968,12472,200955,356311,15271,9945,61188,72964,0,746488
Cystoscopy,0,0,*,0,*,0,0,0,*,0,0,0
Sigmoidoscopy,0,49,57,1149,178,212,902,475,2820,3933,0,9775
Other endoscopy,206,43,*,1583,12292,34752,2097,3996,633,6898,0,62500
Coronary angiography only,3509,0,121,0,23061,34937,973,8133,9087,7,0,79828
Procedures associated with imaging,144,38,104,3414,38335,64295,342,1139,28480,29670,0,165961
Dilatation and curettage,0,11,*,0,0,*,0,24,0,0,0,35
Electroencephalography,2115,199,484,1366,47469,76296,20897,786,1374,17130,0,168116
Cryotherapy,533,*,7880,0,0,309140,25,199,136,8,0,317921
Cardiac catheterization,7015,0,723,1436,30644,100300,5182,5824,11170,22670,0,184964
Biopsy,1852,*,2694,9452,86478,42359,16484,1523,107223,44824,0,312889
Other diagnostic/therapeutic services,125283,27105,388207,305382,2058654,4545385,689634,303846,1573574,1299409,*,11316479
Total diagnostic/therapeutic services,355248,69687,637859,421649,3569543,13209027,1130344,651078,3037029,2792875,17,25874355
Injections and immunizations,49,*,248,23,5206,560561,103407,291,7769,7016,0,684570
Papanicolaou smear,*,0,0,0,0,286,119,0,118,0,0,523
Insertion of intrauterine device,0,0,0,0,0,19,0,0,0,0,0,19
Total special services,49,*,248,23,5206,560866,103526,291,7887,7016,0,685112
Other identified,3190,6713,1466,10191,332021,664530,296315,84947,293904,780686,*,2473963
Other unidentified,0,0,0,0,0,0,0,0,0,0,*,*
Total miscellaneous services,3190,6713,1466,10191,332021,664530,296315,84947,293904,780686,*,2473963
Total procedures,440273,76941,644671,436773,4156753,14877028,1714163,975816,3632994,3890825,17,30846252
Total services,817059,122161,940939,847867,17559487,40234060,3846351,1815695,10455917,9794660,137,86434332
Internal medicine,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,Total
Major consultations,46025,3302,55813,79909,1552895,2874356,164696,145077,534025,1071713,,6527810
Other consultations,0,86,5370,1498,236018,304380,6865,8761,280333,153371,,996682
Total consultations,46025,3388,61183,81406,1788913,3178736,171561,153839,814358,1225083,,7524492
Office,4398,4151,21114,5657,584076,0,259153,1851,35572,23634,,939607
Hospital inpatient: Newborn,0,0,0,0,*,11,0,0,0,0,,11
Hospital inpatient: Other,359,*,0,628,370942,1108443,1201,582,21677,2571,,1506404
Hospital outpatient,11041,0,2926,0,1896048,7111,6522,664,*,2290,,1926602
Hospital unspecified,1528,0,366,0,62,0,782,0,6423,10830,,19991
Unspecified,0,0,0,3282,15189,3500777,0,*,3426,12,,3522687
Special eye,0,0,0,0,0,*,0,0,*,0,,*
Total major assessments,17326,4151,24406,9568,2866317,4616343,267659,3097,67098,39337,,7915302
Office,13882,360,32486,76355,162252,7,122658,94254,571724,917228,,1991207
Hospital inpatient,0,0,0,0,639989,532159,2379,2471,2753,256349,,1436100
Hospital outpatient,30653,0,1642,14878,390746,3006,8359,16113,104564,5873,,575835
Hospital unspecified,0,0,63,0,35126,0,12797,0,72907,66542,,187434
Unspecified location,18497,199,0,11842,46360,1247856,0,763,28301,6794,,1360612
Special calls — Add,0,0,630,116,0,1429417,0,11374,0,0,,1441537
Detention,0,686,0,4123,6436,195,172,33,16290,795,,28730
Total other assessments,63032,1245,34821,107314,1280909,3212640,146364,125008,796539,1253582,,7021456
Up to 28/30/31 or 35/42 days,62278,0,961,7767,21731,1485199,139218,158958,844231,8480,,2728823
More than 28/30/31 or 35/42,8410,0,174,2367,0,210648,0,22877,0,0,,244476
Other,6967,519,23395,11657,1015671,150242,207615,9737,401,140759,,1566963
Total hospital care days,77655,519,24530,21791,1037402,1846089,346833,191572,844632,149239,,4540262
Out-of-hours/emergency,0,310,211,405,133839,249742,4090,14329,4296,102140,,509362
Other regular hours,*,0,22,77,443,173052,0,*,3482,1257,,178333
Total special calls,*,310,233,482,134282,422794,4090,14329,7778,103397,,687695
Individual psychotherapy,0,0,0,80,0,14265,722,0,1389,*,,16455
Group/family psychotherapy,0,0,0,0,0,2079,0,0,824,11,,2914
Counselling,0,895,7,508,51372,351257,27167,1210,119570,80335,,632324
Total psychotherapy/counselling,0,895,7,588,51372,367601,27889,1210,121784,80347,,651693
Total consultations and visits,204038,10509,145180,221150,7159196,13644203,964395,489055,2652189,2850985,,28340900
Mastectomy and breast surgery,0,0,0,0,0,*,145,0,150,23,,318
Breast tumour excision/biopsy,0,0,0,0,0,*,36,0,57,*,,93
Other integumentary system,0,0,0,0,26,684,2523,54,417,149,,3853
Fractures,0,0,0,0,11,61,21,0,6,20,,119
Disc surgery,0,0,0,0,*,0,0,0,0,39,,39
Arthroplasty — Hip,0,0,0,0,0,0,0,0,0,0,,0
Arthroplasty — Knee,0,0,0,0,0,0,0,0,0,0,,0
Other musculoskeletal system,0,0,0,0,33,89,116,*,27,*,,265
Sub-mucous resection,0,0,0,0,0,0,0,0,0,0,,0
Rhinoplasty,0,0,0,0,0,0,0,0,0,0,,0
Other respiratory system,14,*,44,13,229,1914,396,260,612,947,,4429
Coronary artery bypass/repair,0,0,0,0,0,15,0,0,0,150,,165
Coronary angioplasty,2154,0,1083,980,17829,31942,2548,2150,5259,111,,64056
Cardiac electrophysiology,2720,44,291,309,21586,47415,2299,1962,3986,7061,,87673
Other heart/pericardium,124,0,*,48,2144,1627,348,268,668,1219,,6446
Varicose veins/vein repair,0,0,0,0,0,0,44,0,*,*,,44
Carotid endarterectomy,0,0,0,0,0,0,0,0,0,0,,0
Other cardiovascular,0,0,38,0,1886,967,193,*,349,269,,3702
Appendectomy,0,0,0,0,0,131,0,0,6,122,,259
Laparotomy,0,0,0,0,0,37,*,0,34,59,,130
Gallbladder and biliary tract,0,45,34,0,*,349,0,0,71,4630,,5129
Tonsillectomy,0,0,0,0,0,0,6,0,0,0,,6
Hernias,0,0,0,0,0,227,30,0,57,355,,669
Colon and intestines (colectomy),78,0,0,0,*,52377,7,0,36,470,,52968
Rectum/proctotomy/anus and hemorrhoidectomy,0,0,0,0,22,446,0,0,23,44,,535
Other digestive,10,16,*,798,66,355,266,*,176,2137,,3824
Urinary system,0,0,0,0,8,47,185,0,51,5,,296
Prostate surgery (male),0,0,0,0,0,0,0,0,0,0,,0
Vasectomy (male),0,0,0,0,0,*,0,0,0,0,,*
Other male genital system,0,0,0,0,*,529,0,0,0,0,,529
Prolapse in female genital system,0,0,0,0,0,0,0,0,0,0,,0
Hysterectomy (female),0,0,0,0,0,*,0,0,0,*,,0
Sterilization (female),0,0,0,0,0,0,0,0,0,0,,0
Other female genital system,0,0,0,0,0,*,0,0,0,6,,6
Cataract surgery,0,0,0,0,0,*,0,0,0,0,,*
Other eye,0,0,0,0,0,12,*,*,*,*,,12
Tympanoplasty,0,0,0,0,0,0,0,0,0,0,,0
Other ear,0,0,0,0,0,25,0,0,0,*,,25
Other major surgery,9,0,0,0,26,100,551,*,38,172,,896
Total major surgery,5109,105,1490,2148,43866,139349,9714,4694,12023,17988,,236486
"Incision, abscess, etc.",0,0,*,0,38,1615,80,*,85,46,,1864
Removal of foreign body,0,0,0,0,5,120,24,*,*,580,,729
"Excision, tumour, etc.",0,0,0,0,11,2875,3309,9,29,156,,6389
Suture wound,0,0,0,*,402,4652,171,7,3253,167,,8652
Excision of nail,0,0,0,0,0,96,0,0,*,9,,105
Chalazion,0,0,0,0,0,0,0,0,0,0,,0
Myringotomy,0,0,0,0,0,0,0,0,0,*,,*
Minor fractures,0,0,0,0,0,129,*,*,*,15,,144
Other minor surgery,18,0,17,72,535,523,667,12365,916,45,,15158
Total minor surgery,18,0,17,72,991,10010,4251,12381,4283,1018,,33041
Surgical assistance,1206,*,118,5,11,58942,238,406,272,2030,,63228
Nerve blocks,0,**,**,**,**,**,61,127,**,1643,,1831
Other anesthesia,0,**,**,**,**,**,12546,13,**,2408,,14967
Total anesthesia,0,**,**,**,**,**,12607,140,**,4051,,16798
Service at delivery,0,0,0,0,0,*,0,0,0,0,,*
Delivery (excluding Caesarean section),0,0,0,0,0,0,*,0,0,0,,0
Caesarean section,0,0,0,0,0,0,0,0,0,0,,0
Therapeutic abortion,0,0,0,0,0,0,0,0,0,0,,0
Other obstetrical services,0,0,0,0,538,*,0,0,0,*,,538
Total obstetrical services,0,0,0,0,538,0,*,0,0,*,,538
ICU/resuscitation,8318,1633,4919,13320,205287,587194,8,15154,154293,183629,,1173755
Allergy/hyposensitization,229,0,10585,143,162234,573357,60221,2761,158693,48698,,1016920
Injection/aspiration of joint,541,18,3565,7597,34380,97893,3380,6913,2890,18806,,175983
Electrocardiogram,168138,36373,195865,43235,426984,5396556,281354,273348,752640,911402,,8485895
Esophagoscopy/gastroscopy,9722,559,4820,10283,108431,299154,11309,11129,36990,49060,,541457
Laryngoscopy/bronchoscopy,638,12,254,2035,27751,15623,1998,499,4275,3211,,56296
Colonoscopy,8471,1943,6968,12472,200662,355711,15217,9945,61156,72606,,745151
Cystoscopy,0,0,0,0,*,*,0,0,0,0,,*
Sigmoidoscopy,0,49,57,1149,178,212,902,475,2787,3926,,9735
Other endoscopy,206,43,0,1583,12199,34665,2097,3996,547,5048,,60384
Coronary angiography only,3509,0,121,0,23061,34937,973,8133,9087,0,,79821
Procedures associated with imaging,144,38,85,489,33826,59493,286,1139,20421,26318,,142239
Dilatation and curettage,0,11,0,0,0,0,0,24,0,0,,35
Electroencephalography,0,91,0,0,0,422,0,*,7,0,,520
Cryotherapy,0,0,0,0,0,7114,5,0,0,8,,7127
Cardiac catheterization,7015,0,723,1210,30627,100294,5099,5824,11170,22534,,184496
Biopsy,73,*,171,331,14379,4593,1439,482,3789,29330,,54587
Other diagnostic/therapeutic services,112452,26521,364626,208132,1465519,3787959,332447,205227,1088712,896795,,8488390
Total diagnostic/therapeutic services,319456,67291,592759,301979,2745518,11355177,716735,545048,2307457,2271371,,21222791
Injections and immunizations,49,0,70,16,5206,38819,10118,107,3883,4034,,62302
Papanicolaou smear,0,0,0,0,0,286,90,0,109,0,,485
Insertion of intrauterine device,0,0,0,0,0,8,0,0,0,0,,8
Total special services,49,0,70,16,5206,39113,10208,107,3992,4034,,62795
Other identified,38,5201,65,7316,74547,429503,175093,44416,166197,468233,,1370609
Other unidentified,0,0,0,0,0,0,0,0,0,0,,0
Total miscellaneous services,38,5201,65,7316,74547,429503,175093,44416,166197,468233,,1370609
Total procedures,325876,72597,594519,311536,2870677,12032094,928846,607192,2494224,2768724,,23006285
Total services,529914,83106,739699,532686,10029873,25676297,1893241,1096247,5146413,5619709,,51347186
Cardiology,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,Total
Major consultations,5654,*,7736,24253,347147,513986,25357,38492,119046,242369,,1324039
Other consultations,0,*,50,302,19144,51303,1203,4302,38440,30425,,145169
Total consultations,5654,*,7786,24556,366291,565289,26559,42794,157486,272794,,1469208
Office,427,*,2997,1725,128378,0,34310,306,936,0,,169079
Hospital inpatient: Newborn,0,*,0,0,*,0,0,0,0,0,,*
